"biome","polymer","concentration"
"Pantanal","ABS",0
"Pantanal","Cellulose",1.875
"Pantanal","Other",25.0892857142857
"Pantanal","PET",0
"Pantanal","Polyamide",3.39285714285714
"Pantanal","Polyester",0.178571428571429
"Pantanal","Polyethylene",2.23214285714286
"Pantanal","Polypropylene",17.2321428571429
"Pantanal","Polystyrene",0.535714285714286
"Pantanal","PVC",0.178571428571429
"Pantanal","Rubber",0.625
"Pantanal","Silicon",0.0892857142857143
"Pantanal","Teflon",15.7142857142857
