"species","Width"
"Tapirus_terrestris",2.11
"Tapirus_terrestris",2.44
"Tapirus_terrestris",4.05
"Tapirus_terrestris",4.21
"Tapirus_terrestris",2.81
"Tapirus_terrestris",3.51
"Tapirus_terrestris",2.48
"Tapirus_terrestris",6.32
"Tapirus_terrestris",6.3
"Tapirus_terrestris",3.46
"Tapirus_terrestris",7.02
"Tapirus_terrestris",2.98
"Tapirus_terrestris",2.81
"Tapirus_terrestris",4.21
"Tapirus_terrestris",5.46
"Tapirus_terrestris",6.39
"Tapirus_terrestris",7.45
"Tapirus_terrestris",2.81
"Tapirus_terrestris",3.51
"Tapirus_terrestris",6.47
"Tapirus_terrestris",4.16
"Tapirus_terrestris",2.98
"Tapirus_terrestris",5.62
"Tapirus_terrestris",4.21
"Tapirus_terrestris",3.69
"Tapirus_terrestris",2.98
"Tapirus_terrestris",3.51
"Tapirus_terrestris",2.11
"Tapirus_terrestris",2.2
"Tapirus_terrestris",1.73
"Tapirus_terrestris",5.03
"Tapirus_terrestris",2.11
"Tapirus_terrestris",8.36
"Tapirus_terrestris",6.47
"Tapirus_terrestris",2.76
"Tapirus_terrestris",2.81
"Tapirus_terrestris",2.81
"Tapirus_terrestris",2.89
"Tapirus_terrestris",4.47
"Tapirus_terrestris",5.92
"Tapirus_terrestris",3.84
"Tapirus_terrestris",2.81
"Tapirus_terrestris",2.53
"Tapirus_terrestris",2.81
"Tapirus_terrestris",4.92
"Tapirus_terrestris",9.2
"Tapirus_terrestris",2.81
"Tapirus_terrestris",2.83
"Tapirus_terrestris",4.92
"Tapirus_terrestris",2.81
"Tapirus_terrestris",6.32
"Tapirus_terrestris",2.98
"Tapirus_terrestris",4.4
"Tapirus_terrestris",2.81
"Tapirus_terrestris",4.21
"Tapirus_terrestris",2.81
"Tapirus_terrestris",7.11
"Tapirus_terrestris",4.21
"Tapirus_terrestris",3.39
"Tapirus_terrestris",5.42
"Tapirus_terrestris",4.53
"Tapirus_terrestris",3.9
"Tapirus_terrestris",3.14
"Tapirus_terrestris",2.48
"Tapirus_terrestris",2.81
"Tapirus_terrestris",2.81
"Tapirus_terrestris",4.21
"Tapirus_terrestris",2.35
"Tapirus_terrestris",5.35
"Tapirus_terrestris",3.51
"Tapirus_terrestris",3.12
"Tapirus_terrestris",3.35
"Tapirus_terrestris",5.63
"Tapirus_terrestris",2.81
"Tapirus_terrestris",4.21
"Tapirus_terrestris",3.48
"Tapirus_terrestris",3.58
"Tapirus_terrestris",4.21
"Tapirus_terrestris",5.87
"Tapirus_terrestris",2.81
"Tapirus_terrestris",3.51
"Tapirus_terrestris",4.4
"Tapirus_terrestris",3.51
"Tapirus_terrestris",4.22
"Tapirus_terrestris",3.51
"Tapirus_terrestris",2.81
"Tapirus_terrestris",4.04
"Tapirus_terrestris",26.69
"Tapirus_terrestris",35.35
"Tapirus_terrestris",11.98
"Tapirus_terrestris",4.08
"Tapirus_terrestris",7.14
"Tapirus_terrestris",8.03
"Tapirus_terrestris",29.19
"Tapirus_terrestris",3.55
"Tapirus_terrestris",7.12
"Tapirus_terrestris",7.76
"Tapirus_terrestris",6.78
"Tapirus_terrestris",3.99
"Tapirus_terrestris",4.01
"Tapirus_terrestris",4.99
"Tapirus_terrestris",2.99
"Tapirus_terrestris",3.99
"Tapirus_terrestris",3.99
"Tapirus_terrestris",8.97
"Tapirus_terrestris",7.01
"Tapirus_terrestris",3.53
"Tapirus_terrestris",10.58
"Tapirus_terrestris",8.46
"Tapirus_terrestris",13.77
"Tapirus_terrestris",3.39
"Tapirus_terrestris",8.74
"Tapirus_terrestris",10.97
"Tapirus_terrestris",5.32
"Tapirus_terrestris",2.99
"Tapirus_terrestris",7.98
"Tapirus_terrestris",6.69
"Tapirus_terrestris",2.99
"Tapirus_terrestris",6.98
"Tapirus_terrestris",11.28
"Tapirus_terrestris",3.99
"Tapirus_terrestris",5.35
"Tapirus_terrestris",13.38
"Tapirus_terrestris",2.72
"Tapirus_terrestris",10.4
"Tapirus_terrestris",11.96
"Tapirus_terrestris",5.98
"Tapirus_terrestris",6.84
"Tapirus_terrestris",9.87
"Tapirus_terrestris",8.91
"Tapirus_terrestris",10.97
"Tapirus_terrestris",6.69
"Tapirus_terrestris",2.82
"Tapirus_terrestris",4.23
"Tapirus_terrestris",4.43
"Tapirus_terrestris",3.79
"Tapirus_terrestris",4.94
"Tapirus_terrestris",5.35
"Tapirus_terrestris",3.83
"Tapirus_terrestris",4.99
"Tapirus_terrestris",4.9
"Tapirus_terrestris",2.68
"Tapirus_terrestris",5.98
"Tapirus_terrestris",8.97
"Tapirus_terrestris",4.46
"Tapirus_terrestris",5.94
"Tapirus_terrestris",3.99
"Tapirus_terrestris",2.99
"Tapirus_terrestris",5.64
"Tapirus_terrestris",4.99
"Tapirus_terrestris",6.98
"Tapirus_terrestris",14.24
"Tapirus_terrestris",2.99
"Tapirus_terrestris",3.99
"Tapirus_terrestris",10.97
"Tapirus_terrestris",4.23
"Tapirus_terrestris",3.99
"Tapirus_terrestris",4.99
"Tapirus_terrestris",4.99
"Tapirus_terrestris",9.97
"Tapirus_terrestris",3.15
"Tapirus_terrestris",11.96
"Tapirus_terrestris",8.47
"Tapirus_terrestris",3.99
"Tapirus_terrestris",2.68
"Tapirus_terrestris",3.99
"Tapirus_terrestris",5.56
"Tapirus_terrestris",11.8
"Tapirus_terrestris",7.82
"Tapirus_terrestris",2.42
"Tapirus_terrestris",6.69
"Tapirus_terrestris",3.15
"Tapirus_terrestris",6.69
"Tapirus_terrestris",8.69
"Tapirus_terrestris",5.36
"Tapirus_terrestris",4.99
"Tapirus_terrestris",2.9
"Tapirus_terrestris",5.64
"Tapirus_terrestris",7.98
"Tapirus_terrestris",4.46
"Tapirus_terrestris",7.76
"Tapirus_terrestris",2.9
"Tapirus_terrestris",4.99
"Tapirus_terrestris",9.97
"Tapirus_terrestris",9.19
"Tapirus_terrestris",4.94
"Tapirus_terrestris",7.98
"Tapirus_terrestris",3.99
"Tapirus_terrestris",5.98
"Tapirus_terrestris",5.92
"Tapirus_terrestris",5.48
"Tapirus_terrestris",2.99
"Tapirus_terrestris",3.99
"Tapirus_terrestris",8.97
"Tapirus_terrestris",2.99
"Tapirus_terrestris",6.98
"Tapirus_terrestris",2.99
"Tapirus_terrestris",9.17
"Tapirus_terrestris",3.99
"Tapirus_terrestris",3.93
"Tapirus_terrestris",3.12
"Tapirus_terrestris",5.98
"Tapirus_terrestris",16.07
"Tapirus_terrestris",5.98
"Tapirus_terrestris",5.38
"Tapirus_terrestris",2.78
"Tapirus_terrestris",7.13
"Tapirus_terrestris",14.1
"Tapirus_terrestris",6.98
"Tapirus_terrestris",4.23
"Tapirus_terrestris",4.46
"Tapirus_terrestris",8.48
"Tapirus_terrestris",9.68
"Tapirus_terrestris",4.42
"Tapirus_terrestris",12.09
"Tapirus_terrestris",6.4
"Tapirus_terrestris",3.99
"Tapirus_terrestris",12.96
"Tapirus_terrestris",3.13
"Tapirus_terrestris",4.99
"Tapirus_terrestris",2.99
"Tapirus_terrestris",2.99
"Tapirus_terrestris",14.51
"Tapirus_terrestris",11.76
"Tapirus_terrestris",5.98
"Tapirus_terrestris",6.98
"Tapirus_terrestris",10.4
"Tapirus_terrestris",5.13
"Tapirus_terrestris",3.53
"Tapirus_terrestris",8.03
"Tapirus_terrestris",9.95
"Tapirus_terrestris",8.47
"Tapirus_terrestris",5.64
"Tapirus_terrestris",3.15
"Tapirus_terrestris",12.96
"Tapirus_terrestris",8.97
"Tapirus_terrestris",5.25
"Tapirus_terrestris",5.64
"Tapirus_terrestris",7.58
"Tapirus_terrestris",2.82
"Tapirus_terrestris",3.87
"Tapirus_terrestris",3.53
"Tapirus_terrestris",8.46
"Tapirus_terrestris",2.84
"Tapirus_terrestris",2.99
"Tapirus_terrestris",4.99
"Tapirus_terrestris",5.98
"Tapirus_terrestris",2.99
"Tapirus_terrestris",2.99
"Tapirus_terrestris",6.98
"Tapirus_terrestris",6.98
"Tapirus_terrestris",7.05
"Tapirus_terrestris",8.99
"Tapirus_terrestris",2.82
"Tapirus_terrestris",5.64
"Tapirus_terrestris",4.42
"Tapirus_terrestris",4.62
"Tapirus_terrestris",9.46
"Tapirus_terrestris",3.57
"Tapirus_terrestris",4.99
"Tapirus_terrestris",5.64
"Tapirus_terrestris",8.97
"Tapirus_terrestris",6.65
"Tapirus_terrestris",5.98
"Tapirus_terrestris",5.98
"Tapirus_terrestris",7.21
"Tapirus_terrestris",10.04
"Tapirus_terrestris",7.13
"Tapirus_terrestris",7.01
"Tapirus_terrestris",3.99
"Tapirus_terrestris",5.64
"Tapirus_terrestris",7.58
"Tapirus_terrestris",6.69
"Tapirus_terrestris",2.99
"Tapirus_terrestris",6.31
"Tapirus_terrestris",3.99
"Tapirus_terrestris",6.31
"Tapirus_terrestris",6.98
"Tapirus_terrestris",5.35
"Tapirus_terrestris",2.99
"Tapirus_terrestris",10.97
"Tapirus_terrestris",4.79
"Tapirus_terrestris",2.99
"Tapirus_terrestris",4.99
"Tapirus_terrestris",4.46
"Tapirus_terrestris",4.7
"Tapirus_terrestris",3.99
"Tapirus_terrestris",7.41
"Tapirus_terrestris",12.99
"Tapirus_terrestris",6.98
"Tapirus_terrestris",4.94
"Tapirus_terrestris",4.99
"Tapirus_terrestris",5.98
"Tapirus_terrestris",10.26
"Tapirus_terrestris",4.23
"Tapirus_terrestris",6.85
"Tapirus_terrestris",3.47
"Tapirus_terrestris",2.82
"Tapirus_terrestris",15.12
"Tapirus_terrestris",7.05
"Tapirus_terrestris",2.82
"Tapirus_terrestris",5.35
"Tapirus_terrestris",2.82
"Tapirus_terrestris",8.02
"Tapirus_terrestris",2.99
"Tapirus_terrestris",8.18
"Tapirus_terrestris",8.97
"Tapirus_terrestris",6.98
"Tapirus_terrestris",5.3
"Tapirus_terrestris",7.98
"Tapirus_terrestris",3.99
"Tapirus_terrestris",6.98
"Tapirus_terrestris",5.08
"Tapirus_terrestris",9.32
"Tapirus_terrestris",6.35
"Tapirus_terrestris",3.71
"Tapirus_terrestris",3.99
"Tapirus_terrestris",9.63
"Tapirus_terrestris",6.08
"Tapirus_terrestris",5.36
"Tapirus_terrestris",5.67
"Tapirus_terrestris",4.41
"Tapirus_terrestris",5.64
"Tapirus_terrestris",4.42
"Tapirus_terrestris",2.82
"Tapirus_terrestris",6.36
"Tapirus_terrestris",9.87
"Tapirus_terrestris",5.35
"Tapirus_terrestris",6.93
"Tapirus_terrestris",9.44
"Tapirus_terrestris",4.99
"Tapirus_terrestris",4.84
"Tapirus_terrestris",14.08
"Tapirus_terrestris",3.39
"Tapirus_terrestris",11.28
"Tapirus_terrestris",4.23
"Tapirus_terrestris",5.98
"Tapirus_terrestris",8.46
"Tapirus_terrestris",2.12
"Tapirus_terrestris",12.24
"Tapirus_terrestris",12.49
"Tapirus_terrestris",7.13
"Tapirus_terrestris",7.05
"Tapirus_terrestris",15
"Tapirus_terrestris",8.2
"Tapirus_terrestris",6.35
"Tapirus_terrestris",4.63
"Tapirus_terrestris",14.96
"Tapirus_terrestris",2.66
"Tapirus_terrestris",11.12
"Tapirus_terrestris",4.94
"Tapirus_terrestris",2.99
"Tapirus_terrestris",13.73
"Tapirus_terrestris",7.65
"Tapirus_terrestris",11.88
"Tapirus_terrestris",3.99
"Tapirus_terrestris",5.68
"Tapirus_terrestris",3.99
"Tapirus_terrestris",7.05
"Tapirus_terrestris",8.22
"Tapirus_terrestris",7.57
"Tapirus_terrestris",4.01
"Tapirus_terrestris",11.39
"Tapirus_terrestris",11.96
"Tapirus_terrestris",3.04
"Tapirus_terrestris",4.99
"Tapirus_terrestris",2.82
"Tapirus_terrestris",3.99
"Tapirus_terrestris",11.76
"Tapirus_terrestris",10.56
"Tapirus_terrestris",4.23
"Tapirus_terrestris",6.45
"Tapirus_terrestris",10.97
"Tapirus_terrestris",7.76
"Tapirus_terrestris",3.99
"Tapirus_terrestris",3.57
"Tapirus_terrestris",7.05
"Tapirus_terrestris",3.99
"Tapirus_terrestris",4.94
"Tapirus_terrestris",7.76
"Tapirus_terrestris",4.99
"Tapirus_terrestris",2.99
"Tapirus_terrestris",4.59
"Tapirus_terrestris",7.05
"Tapirus_terrestris",3.87
"Tapirus_terrestris",4.19
"Tapirus_terrestris",6.35
"Tapirus_terrestris",2.99
"Tapirus_terrestris",4.9
"Tapirus_terrestris",10.72
"Tapirus_terrestris",3.99
"Tapirus_terrestris",3.99
"Tapirus_terrestris",7.98
"Tapirus_terrestris",6.69
"Tapirus_terrestris",4.46
"Tapirus_terrestris",5.98
"Tapirus_terrestris",8.97
"Tapirus_terrestris",9.17
"Tapirus_terrestris",7.13
"Tapirus_terrestris",5.47
"Tapirus_terrestris",12.48
"Tapirus_terrestris",5.53
"Tapirus_terrestris",8.85
"Tapirus_terrestris",6.98
"Tapirus_terrestris",9.17
"Tapirus_terrestris",6.98
"Tapirus_terrestris",7.25
"Tapirus_terrestris",5.35
"Tapirus_terrestris",7.41
"Tapirus_terrestris",8.46
"Tapirus_terrestris",4.94
"Tapirus_terrestris",4.99
"Tapirus_terrestris",4.96
"Tapirus_terrestris",3.53
"Tapirus_terrestris",6.98
"Tapirus_terrestris",11.94
"Tapirus_terrestris",4.23
"Tapirus_terrestris",5.8
"Tapirus_terrestris",3.99
"Tapirus_terrestris",9.57
"Tapirus_terrestris",7.57
"Tapirus_terrestris",9.97
"Tapirus_terrestris",4.99
"Tapirus_terrestris",12.08
"Tapirus_terrestris",5.64
"Tapirus_terrestris",5.64
"Tapirus_terrestris",5.56
"Tapirus_terrestris",15.26
"Tapirus_terrestris",2.52
"Tapirus_terrestris",3.53
"Tapirus_terrestris",2.99
"Tapirus_terrestris",12.69
"Tapirus_terrestris",11.28
"Tapirus_terrestris",8.03
"Tapirus_terrestris",11.98
"Tapirus_terrestris",4.94
"Tapirus_terrestris",8.89
"Tapirus_terrestris",5.98
"Tapirus_terrestris",5.81
"Tapirus_terrestris",4.9
"Tapirus_terrestris",3.99
"Tapirus_terrestris",11.15
"Tapirus_terrestris",5.8
"Tapirus_terrestris",3.99
"Tapirus_terrestris",4.9
"Tapirus_terrestris",5.98
"Tapirus_terrestris",2.68
"Tapirus_terrestris",1.41
"Tapirus_terrestris",6.49
"Tapirus_terrestris",6.62
"Tapirus_terrestris",5.98
"Tapirus_terrestris",12.69
"Tapirus_terrestris",5.35
"Tapirus_terrestris",4.94
"Tapirus_terrestris",6.98
"Tapirus_terrestris",4.58
"Tapirus_terrestris",4.01
"Tapirus_terrestris",3.53
"Tapirus_terrestris",6.98
"Tapirus_terrestris",6.98
"Tapirus_terrestris",11.04
"Tapirus_terrestris",5.53
"Tapirus_terrestris",12.73
"Tapirus_terrestris",3.99
"Tapirus_terrestris",8.69
"Tapirus_terrestris",8.97
"Tapirus_terrestris",5.8
"Tapirus_terrestris",7.33
"Tapirus_terrestris",10.97
"Tapirus_terrestris",5.68
"Tapirus_terrestris",9.32
"Tapirus_terrestris",7.13
"Tapirus_terrestris",3.36
"Tapirus_terrestris",4.23
"Tapirus_terrestris",5.35
"Tapirus_terrestris",6.98
"Tapirus_terrestris",8.97
"Tapirus_terrestris",5.64
"Tapirus_terrestris",10.97
"Tapirus_terrestris",6.77
"Tapirus_terrestris",6.67
"Tapirus_terrestris",10.4
"Tapirus_terrestris",3.87
"Tapirus_terrestris",7.98
"Tapirus_terrestris",5.98
"Tapirus_terrestris",4.99
"Tapirus_terrestris",8.97
"Tapirus_terrestris",4.1
"Tapirus_terrestris",3.12
"Tapirus_terrestris",13.96
"Tapirus_terrestris",5.64
"Tapirus_terrestris",3.6
"Tapirus_terrestris",5.98
"Tapirus_terrestris",8.97
"Tapirus_terrestris",9.81
"Tapirus_terrestris",12
"Tapirus_terrestris",15.09
"Tapirus_terrestris",2.99
"Tapirus_terrestris",3.12
"Tapirus_terrestris",7.98
"Tapirus_terrestris",12.24
"Tapirus_terrestris",6.35
"Tapirus_terrestris",7.8
"Tapirus_terrestris",5.17
"Tapirus_terrestris",10.7
"Tapirus_terrestris",3.12
"Tapirus_terrestris",2.97
"Tapirus_terrestris",4.19
"Tapirus_terrestris",2.97
"Tapirus_terrestris",3.75
"Tapirus_terrestris",3.98
"Tapirus_terrestris",2.97
"Tapirus_terrestris",3.54
"Tapirus_terrestris",5.3
"Tapirus_terrestris",5.73
"Tapirus_terrestris",4.19
"Tapirus_terrestris",2.65
"Tapirus_terrestris",3.36
"Tapirus_terrestris",5.93
"Tapirus_terrestris",2.97
"Tapirus_terrestris",3.94
"Tapirus_terrestris",2.65
"Tapirus_terrestris",3.95
"Tapirus_terrestris",2.8
"Tapirus_terrestris",3.95
"Tapirus_terrestris",5.3
"Tapirus_terrestris",2.21
"Tapirus_terrestris",5.93
"Tapirus_terrestris",5.93
"Tapirus_terrestris",3.49
"Tapirus_terrestris",5.59
"Tapirus_terrestris",4.94
"Tapirus_terrestris",5.59
"Tapirus_terrestris",18.72
"Tapirus_terrestris",4.42
"Tapirus_terrestris",2.97
"Tapirus_terrestris",4.89
"Tapirus_terrestris",3.95
"Tapirus_terrestris",6.92
"Tapirus_terrestris",5.86
"Tapirus_terrestris",2.97
"Tapirus_terrestris",12.46
"Tapirus_terrestris",4.31
"Tapirus_terrestris",2.97
"Tapirus_terrestris",2.8
"Tapirus_terrestris",4.94
"Tapirus_terrestris",3.6
"Tapirus_terrestris",5.21
"Tapirus_terrestris",3.49
"Tapirus_terrestris",4.94
"Tapirus_terrestris",6.19
"Tapirus_terrestris",6.23
"Tapirus_terrestris",2.97
"Tapirus_terrestris",3.54
"Tapirus_terrestris",5.38
"Tapirus_terrestris",3.89
"Tapirus_terrestris",6.12
"Tapirus_terrestris",3.01
"Tapirus_terrestris",4.03
"Tapirus_terrestris",8.02
"Tapirus_terrestris",10.55
"Tapirus_terrestris",3.01
"Tapirus_terrestris",3.98
"Tapirus_terrestris",3.87
"Tapirus_terrestris",6.72
"Tapirus_terrestris",4.84
"Tapirus_terrestris",11.63
"Tapirus_terrestris",2.74
"Tapirus_terrestris",2.9
"Tapirus_terrestris",3.22
"Tapirus_terrestris",13.6
"Tapirus_terrestris",3.46
"Tapirus_terrestris",7.58
"Tapirus_terrestris",3.97
"Tapirus_terrestris",2.98
"Tapirus_terrestris",19.01
"Tapirus_terrestris",4.42
"Tapirus_terrestris",11.93
"Tapirus_terrestris",5.09
"Tapirus_terrestris",4.54
"Tapirus_terrestris",9.33
"Tapirus_terrestris",10.15
"Tapirus_terrestris",9.13
"Tapirus_terrestris",4.06
"Tapirus_terrestris",4.06
"Tapirus_terrestris",6.09
"Tapirus_terrestris",7.31
"Tapirus_terrestris",3.05
"Tapirus_terrestris",5.08
"Tapirus_terrestris",6.1
"Tapirus_terrestris",2.22
"Tapirus_terrestris",6.34
"Tapirus_terrestris",5.08
"Tapirus_terrestris",10.15
"Tapirus_terrestris",6.81
"Tapirus_terrestris",9.13
"Tapirus_terrestris",10.24
"Tapirus_terrestris",12.18
"Tapirus_terrestris",9.33
"Tapirus_terrestris",5.08
"Tapirus_terrestris",4.06
"Tapirus_terrestris",7.72
"Tapirus_terrestris",4.9
"Tapirus_terrestris",2.87
"Tapirus_terrestris",6.35
"Tapirus_terrestris",12.18
"Tapirus_terrestris",8.72
"Tapirus_terrestris",12.92
"Tapirus_terrestris",8.93
"Tapirus_terrestris",9.05
"Tapirus_terrestris",12.18
"Tapirus_terrestris",2.59
"Tapirus_terrestris",10.15
"Tapirus_terrestris",10.55
"Tapirus_terrestris",7.18
"Tapirus_terrestris",14.51
"Tapirus_terrestris",4.09
"Tapirus_terrestris",8.12
"Tapirus_terrestris",5.74
"Tapirus_terrestris",7.18
"Tapirus_terrestris",11.32
"Tapirus_terrestris",10.05
"Tapirus_terrestris",9.99
"Tapirus_terrestris",7.1
"Tapirus_terrestris",3.05
"Tapirus_terrestris",8.62
"Tapirus_terrestris",2.83
"Tapirus_terrestris",3.63
"Tapirus_terrestris",3.63
"Tapirus_terrestris",10.05
"Tapirus_terrestris",6.09
"Tapirus_terrestris",3.05
"Tapirus_terrestris",4.31
"Tapirus_terrestris",5.28
"Tapirus_terrestris",12.18
"Tapirus_terrestris",14.21
"Tapirus_terrestris",4.06
"Tapirus_terrestris",8.61
"Tapirus_terrestris",13.19
"Tapirus_terrestris",7.88
"Tapirus_terrestris",19.82
"Tapirus_terrestris",12.99
"Tapirus_terrestris",6.09
"Tapirus_terrestris",7.1
"Tapirus_terrestris",9.32
"Tapirus_terrestris",6.09
"Tapirus_terrestris",11.8
"Tapirus_terrestris",12.71
"Tapirus_terrestris",13.19
"Tapirus_terrestris",10.35
"Tapirus_terrestris",2.89
"Tapirus_terrestris",9.13
"Tapirus_terrestris",14.53
"Tapirus_terrestris",7.89
"Tapirus_terrestris",10.15
"Tapirus_terrestris",3.05
"Tapirus_terrestris",8.58
"Tapirus_terrestris",9.37
"Tapirus_terrestris",4.06
"Tapirus_terrestris",13.16
"Tapirus_terrestris",7.26
"Tapirus_terrestris",9.05
"Tapirus_terrestris",5.98
"Tapirus_terrestris",2.72
"Tapirus_terrestris",6.09
"Tapirus_terrestris",10.15
"Tapirus_terrestris",3.05
"Tapirus_terrestris",10.44
"Tapirus_terrestris",7.89
"Tapirus_terrestris",12.2
"Tapirus_terrestris",3.05
"Tapirus_terrestris",19.5
"Tapirus_terrestris",8.17
"Tapirus_terrestris",8.16
"Tapirus_terrestris",3.05
"Tapirus_terrestris",8.01
"Tapirus_terrestris",19.16
"Tapirus_terrestris",4.06
"Tapirus_terrestris",2.71
"Tapirus_terrestris",3.03
"Tapirus_terrestris",6.87
"Tapirus_terrestris",3.16
"Tapirus_terrestris",26.67
"Tapirus_terrestris",10.08
"Tapirus_terrestris",4.65
"Tapirus_terrestris",6.46
"Tapirus_terrestris",14.2
"Tapirus_terrestris",3.61
"Tapirus_terrestris",25.59
"Tapirus_terrestris",6.84
"Tapirus_terrestris",14.45
"Tapirus_terrestris",8.8
"Tapirus_terrestris",13.62
"Tapirus_terrestris",8.43
"Tapirus_terrestris",4.04
"Tapirus_terrestris",8.47
"Tapirus_terrestris",21.41
"Tapirus_terrestris",3.03
"Tapirus_terrestris",2.71
"Tapirus_terrestris",8.91
"Tapirus_terrestris",8.62
"Tapirus_terrestris",5.69
"Tapirus_terrestris",4.04
"Tapirus_terrestris",3.03
"Tapirus_terrestris",3.03
"Tapirus_terrestris",4.01
"Tapirus_terrestris",24.53
"Tapirus_terrestris",5.32
"Tapirus_terrestris",4.28
"Tapirus_terrestris",3.03
"Tapirus_terrestris",5.05
"Tapirus_terrestris",3.57
"Tapirus_terrestris",9.69
"Tapirus_terrestris",10.83
"Tapirus_terrestris",4.04
"Tapirus_terrestris",2.45
"Tapirus_terrestris",9.53
"Tapirus_terrestris",16.45
"Tapirus_terrestris",2.81
"Tapirus_terrestris",16.39
"Tapirus_terrestris",4.16
"Tapirus_terrestris",12.75
"Tapirus_terrestris",4.51
"Tapirus_terrestris",3.03
"Tapirus_terrestris",9.27
"Tapirus_terrestris",3.03
"Tapirus_terrestris",5.04
"Tapirus_terrestris",5.04
"Tapirus_terrestris",3.16
"Tapirus_terrestris",4.99
"Tapirus_terrestris",6.31
"Tapirus_terrestris",3.03
"Tapirus_terrestris",9.88
"Tapirus_terrestris",5.19
"Tapirus_terrestris",5.04
"Tapirus_terrestris",3.03
"Tapirus_terrestris",3.03
"Tapirus_terrestris",7.97
"Tapirus_terrestris",10.72
"Tapirus_terrestris",16.85
"Tapirus_terrestris",4.24
"Tapirus_terrestris",4.03
"Tapirus_terrestris",4.99
"Tapirus_terrestris",3.92
"Tapirus_terrestris",4.24
"Tapirus_terrestris",5.04
"Tapirus_terrestris",2.85
"Tapirus_terrestris",5.04
"Tapirus_terrestris",3.83
"Tapirus_terrestris",4.03
"Tapirus_terrestris",4.03
"Tapirus_terrestris",7.21
"Tapirus_terrestris",3.61
"Tapirus_terrestris",11.09
"Tapirus_terrestris",3.57
"Tapirus_terrestris",4.03
"Tapirus_terrestris",5.87
"Tapirus_terrestris",2.69
"Tapirus_terrestris",2.85
"Tapirus_terrestris",4.03
"Tapirus_terrestris",13.98
"Tapirus_terrestris",3.61
"Tapirus_terrestris",3.83
"Tapirus_terrestris",3.03
"Tapirus_terrestris",12.12
"Tapirus_terrestris",9.27
"Tapirus_terrestris",3.61
"Tapirus_terrestris",5.04
"Tapirus_terrestris",3.03
"Tapirus_terrestris",8.56
"Tapirus_terrestris",5.04
"Tapirus_terrestris",13.44
"Tapirus_terrestris",7.06
"Tapirus_terrestris",4.03
"Tapirus_terrestris",3.03
"Tapirus_terrestris",3.03
"Tapirus_terrestris",2.85
"Tapirus_terrestris",4.03
"Tapirus_terrestris",6.42
"Tapirus_terrestris",3.61
"Tapirus_terrestris",3.57
"Tapirus_terrestris",3.03
"Tapirus_terrestris",4.03
"Tapirus_terrestris",2.71
"Tapirus_terrestris",4.03
"Tapirus_terrestris",11.09
"Tapirus_terrestris",3.16
"Tapirus_terrestris",3.16
"Tapirus_terrestris",5.22
"Tapirus_terrestris",3.96
"Tapirus_terrestris",3.61
"Tapirus_terrestris",2.14
"Tapirus_terrestris",3.57
"Tapirus_terrestris",2.14
"Tapirus_terrestris",4.03
"Tapirus_terrestris",3.03
"Tapirus_terrestris",6.05
"Tapirus_terrestris",6.05
"Tapirus_terrestris",2.85
"Tapirus_terrestris",3.03
"Tapirus_terrestris",4.46
"Tapirus_terrestris",9.27
"Tapirus_terrestris",3.03
"Tapirus_terrestris",10.08
"Tapirus_terrestris",3.64
"Tapirus_terrestris",8.57
"Tapirus_terrestris",2.82
"Tapirus_terrestris",2.85
"Tapirus_terrestris",3.03
"Tapirus_terrestris",4.99
"Tapirus_terrestris",2.69
"Tapirus_terrestris",4.03
"Tapirus_terrestris",4.99
"Tapirus_terrestris",14.33
"Tapirus_terrestris",4.03
"Tapirus_terrestris",4.03
"Tapirus_terrestris",2.14
"Tapirus_terrestris",9.92
"Tapirus_terrestris",3.36
"Tapirus_terrestris",4.47
"Tapirus_terrestris",2.85
"Tapirus_terrestris",5.41
"Tapirus_terrestris",6.05
"Tapirus_terrestris",7.13
"Tapirus_terrestris",12.27
"Tapirus_terrestris",6.36
"Tapirus_terrestris",5.7
"Tapirus_terrestris",9.54
"Tapirus_terrestris",6.18
"Tapirus_terrestris",4.03
"Tapirus_terrestris",10.08
"Tapirus_terrestris",7.13
"Tapirus_terrestris",4.03
"Tapirus_terrestris",6.42
"Tapirus_terrestris",9.2
"Tapirus_terrestris",4.4
"Tapirus_terrestris",7.06
"Tapirus_terrestris",7.06
"Tapirus_terrestris",7.06
"Tapirus_terrestris",7.06
"Tapirus_terrestris",4.96
"Tapirus_terrestris",7.13
"Tapirus_terrestris",7.06
"Tapirus_terrestris",3.03
"Tapirus_terrestris",3.03
"Tapirus_terrestris",5.13
"Tapirus_terrestris",2.85
"Tapirus_terrestris",5.74
"Tapirus_terrestris",3.03
"Tapirus_terrestris",7.65
"Tapirus_terrestris",8
"Tapirus_terrestris",3.57
"Tapirus_terrestris",4.15
"Tapirus_terrestris",3.61
"Tapirus_terrestris",5.03
"Tapirus_terrestris",3.03
"Tapirus_terrestris",5.04
"Tapirus_terrestris",2.26
"Tapirus_terrestris",6.85
"Tapirus_terrestris",4.47
"Tapirus_terrestris",3.03
"Tapirus_terrestris",7.13
"Tapirus_terrestris",4.99
"Tapirus_terrestris",4.28
"Tapirus_terrestris",3.57
"Tapirus_terrestris",2.85
"Tapirus_terrestris",2.55
"Tapirus_terrestris",4.99
"Tapirus_terrestris",10.08
"Tapirus_terrestris",6.05
"Tapirus_terrestris",4.03
"Tapirus_terrestris",5.04
"Tapirus_terrestris",7.57
"Tapirus_terrestris",17.77
