"biome","polymer","concentration"
"Amazon","ABS",0.535714285714286
"Amazon","Cellulose",0.714285714285714
"Amazon","Other",21.6964285714286
"Amazon","PET",0
"Amazon","Polyamide",24.7321428571429
"Amazon","Polyester",0.0892857142857143
"Amazon","Polyethylene",1.25
"Amazon","Polypropylene",61.6071428571429
"Amazon","Polystyrene",1.69642857142857
"Amazon","PVC",1.25
"Amazon","Rubber",1.16071428571429
"Amazon","Silicon",0.0892857142857143
"Amazon","Teflon",0.535714285714286
