"species","Length"
"Tapirus_terrestris",3.11
"Tapirus_terrestris",9.16
"Tapirus_terrestris",7.02
"Tapirus_terrestris",4.92
"Tapirus_terrestris",9.35
"Tapirus_terrestris",3.97
"Tapirus_terrestris",6.32
"Tapirus_terrestris",12.26
"Tapirus_terrestris",6.6
"Tapirus_terrestris",9.13
"Tapirus_terrestris",3.97
"Tapirus_terrestris",3.51
"Tapirus_terrestris",5.62
"Tapirus_terrestris",9.44
"Tapirus_terrestris",14.75
"Tapirus_terrestris",13.41
"Tapirus_terrestris",2.81
"Tapirus_terrestris",6.32
"Tapirus_terrestris",10.05
"Tapirus_terrestris",6.35
"Tapirus_terrestris",3.97
"Tapirus_terrestris",7.02
"Tapirus_terrestris",6.32
"Tapirus_terrestris",7.39
"Tapirus_terrestris",4.97
"Tapirus_terrestris",4.92
"Tapirus_terrestris",7.02
"Tapirus_terrestris",3.77
"Tapirus_terrestris",6.58
"Tapirus_terrestris",8.17
"Tapirus_terrestris",2.81
"Tapirus_terrestris",11.96
"Tapirus_terrestris",6.81
"Tapirus_terrestris",5.65
"Tapirus_terrestris",4.21
"Tapirus_terrestris",4.21
"Tapirus_terrestris",4.22
"Tapirus_terrestris",7.45
"Tapirus_terrestris",10.37
"Tapirus_terrestris",8.77
"Tapirus_terrestris",4.92
"Tapirus_terrestris",5.65
"Tapirus_terrestris",2.81
"Tapirus_terrestris",6.32
"Tapirus_terrestris",17.88
"Tapirus_terrestris",4.21
"Tapirus_terrestris",3.46
"Tapirus_terrestris",4.92
"Tapirus_terrestris",4.21
"Tapirus_terrestris",8.43
"Tapirus_terrestris",2.98
"Tapirus_terrestris",9.74
"Tapirus_terrestris",4.21
"Tapirus_terrestris",4.21
"Tapirus_terrestris",3.51
"Tapirus_terrestris",7.33
"Tapirus_terrestris",4.21
"Tapirus_terrestris",7.43
"Tapirus_terrestris",11.42
"Tapirus_terrestris",9.16
"Tapirus_terrestris",6.43
"Tapirus_terrestris",6.28
"Tapirus_terrestris",2.98
"Tapirus_terrestris",2.81
"Tapirus_terrestris",4.92
"Tapirus_terrestris",5.62
"Tapirus_terrestris",4.96
"Tapirus_terrestris",8.76
"Tapirus_terrestris",3.9
"Tapirus_terrestris",5.45
"Tapirus_terrestris",5.66
"Tapirus_terrestris",15.02
"Tapirus_terrestris",3.51
"Tapirus_terrestris",4.92
"Tapirus_terrestris",3.97
"Tapirus_terrestris",5.62
"Tapirus_terrestris",5.62
"Tapirus_terrestris",8
"Tapirus_terrestris",3.51
"Tapirus_terrestris",3.51
"Tapirus_terrestris",4.71
"Tapirus_terrestris",4.21
"Tapirus_terrestris",5.55
"Tapirus_terrestris",4.21
"Tapirus_terrestris",4.92
"Tapirus_terrestris",7.27
"Tapirus_terrestris",47.44
"Tapirus_terrestris",50.5
"Tapirus_terrestris",27.94
"Tapirus_terrestris",6.53
"Tapirus_terrestris",12.24
"Tapirus_terrestris",25.04
"Tapirus_terrestris",36.49
"Tapirus_terrestris",7.27
"Tapirus_terrestris",14.79
"Tapirus_terrestris",9.17
"Tapirus_terrestris",10.77
"Tapirus_terrestris",6.98
"Tapirus_terrestris",5.8
"Tapirus_terrestris",5.98
"Tapirus_terrestris",3.99
"Tapirus_terrestris",4.99
"Tapirus_terrestris",5.98
"Tapirus_terrestris",9.97
"Tapirus_terrestris",13.54
"Tapirus_terrestris",4.23
"Tapirus_terrestris",12.69
"Tapirus_terrestris",11.28
"Tapirus_terrestris",15.39
"Tapirus_terrestris",7.25
"Tapirus_terrestris",18.33
"Tapirus_terrestris",14.96
"Tapirus_terrestris",7.74
"Tapirus_terrestris",4.99
"Tapirus_terrestris",15.95
"Tapirus_terrestris",10.7
"Tapirus_terrestris",3.99
"Tapirus_terrestris",7.98
"Tapirus_terrestris",11.28
"Tapirus_terrestris",4.99
"Tapirus_terrestris",6.24
"Tapirus_terrestris",14.27
"Tapirus_terrestris",8.53
"Tapirus_terrestris",12.93
"Tapirus_terrestris",13.96
"Tapirus_terrestris",5.98
"Tapirus_terrestris",14.36
"Tapirus_terrestris",10.58
"Tapirus_terrestris",16.32
"Tapirus_terrestris",11.96
"Tapirus_terrestris",7.13
"Tapirus_terrestris",3.53
"Tapirus_terrestris",9.17
"Tapirus_terrestris",6.39
"Tapirus_terrestris",7.18
"Tapirus_terrestris",7.76
"Tapirus_terrestris",12.93
"Tapirus_terrestris",8.9
"Tapirus_terrestris",8.97
"Tapirus_terrestris",4.9
"Tapirus_terrestris",5.35
"Tapirus_terrestris",5.98
"Tapirus_terrestris",8.97
"Tapirus_terrestris",6.69
"Tapirus_terrestris",14.84
"Tapirus_terrestris",6.98
"Tapirus_terrestris",3.99
"Tapirus_terrestris",6.35
"Tapirus_terrestris",9.97
"Tapirus_terrestris",6.98
"Tapirus_terrestris",18.46
"Tapirus_terrestris",3.99
"Tapirus_terrestris",7.98
"Tapirus_terrestris",14.96
"Tapirus_terrestris",10.58
"Tapirus_terrestris",4.99
"Tapirus_terrestris",7.98
"Tapirus_terrestris",4.99
"Tapirus_terrestris",10.97
"Tapirus_terrestris",7.88
"Tapirus_terrestris",13.96
"Tapirus_terrestris",11.15
"Tapirus_terrestris",3.99
"Tapirus_terrestris",4.01
"Tapirus_terrestris",3.99
"Tapirus_terrestris",11.85
"Tapirus_terrestris",24.42
"Tapirus_terrestris",17.18
"Tapirus_terrestris",5.56
"Tapirus_terrestris",7.58
"Tapirus_terrestris",4.73
"Tapirus_terrestris",9.81
"Tapirus_terrestris",13.93
"Tapirus_terrestris",7.88
"Tapirus_terrestris",4.99
"Tapirus_terrestris",7.74
"Tapirus_terrestris",6.35
"Tapirus_terrestris",8.97
"Tapirus_terrestris",8.03
"Tapirus_terrestris",11.98
"Tapirus_terrestris",5.08
"Tapirus_terrestris",6.98
"Tapirus_terrestris",9.97
"Tapirus_terrestris",12.09
"Tapirus_terrestris",7.05
"Tapirus_terrestris",9.97
"Tapirus_terrestris",4.99
"Tapirus_terrestris",8.97
"Tapirus_terrestris",6.48
"Tapirus_terrestris",8.02
"Tapirus_terrestris",4.99
"Tapirus_terrestris",3.99
"Tapirus_terrestris",8.97
"Tapirus_terrestris",3.99
"Tapirus_terrestris",6.98
"Tapirus_terrestris",3.99
"Tapirus_terrestris",9.17
"Tapirus_terrestris",7.98
"Tapirus_terrestris",8.52
"Tapirus_terrestris",6.24
"Tapirus_terrestris",6.98
"Tapirus_terrestris",18.05
"Tapirus_terrestris",6.98
"Tapirus_terrestris",7.58
"Tapirus_terrestris",7.22
"Tapirus_terrestris",7.58
"Tapirus_terrestris",16.21
"Tapirus_terrestris",7.98
"Tapirus_terrestris",11.98
"Tapirus_terrestris",8.03
"Tapirus_terrestris",12.77
"Tapirus_terrestris",22.95
"Tapirus_terrestris",7.47
"Tapirus_terrestris",21.48
"Tapirus_terrestris",14.61
"Tapirus_terrestris",4.99
"Tapirus_terrestris",13.96
"Tapirus_terrestris",17.15
"Tapirus_terrestris",10.97
"Tapirus_terrestris",5.98
"Tapirus_terrestris",2.99
"Tapirus_terrestris",17.17
"Tapirus_terrestris",12.16
"Tapirus_terrestris",6.98
"Tapirus_terrestris",6.98
"Tapirus_terrestris",11.04
"Tapirus_terrestris",12.82
"Tapirus_terrestris",5.64
"Tapirus_terrestris",11.59
"Tapirus_terrestris",13.83
"Tapirus_terrestris",11.59
"Tapirus_terrestris",10.58
"Tapirus_terrestris",4.73
"Tapirus_terrestris",13.96
"Tapirus_terrestris",10.97
"Tapirus_terrestris",9.13
"Tapirus_terrestris",7.05
"Tapirus_terrestris",8.47
"Tapirus_terrestris",3.53
"Tapirus_terrestris",7.74
"Tapirus_terrestris",4.23
"Tapirus_terrestris",8.46
"Tapirus_terrestris",5.04
"Tapirus_terrestris",4.99
"Tapirus_terrestris",4.99
"Tapirus_terrestris",7.98
"Tapirus_terrestris",4.99
"Tapirus_terrestris",3.99
"Tapirus_terrestris",10.97
"Tapirus_terrestris",6.98
"Tapirus_terrestris",7.76
"Tapirus_terrestris",24.44
"Tapirus_terrestris",4.23
"Tapirus_terrestris",9.87
"Tapirus_terrestris",9.95
"Tapirus_terrestris",9.06
"Tapirus_terrestris",9.77
"Tapirus_terrestris",4.46
"Tapirus_terrestris",5.98
"Tapirus_terrestris",5.64
"Tapirus_terrestris",14.96
"Tapirus_terrestris",9.19
"Tapirus_terrestris",8.97
"Tapirus_terrestris",9.97
"Tapirus_terrestris",10.82
"Tapirus_terrestris",15.05
"Tapirus_terrestris",11.59
"Tapirus_terrestris",12.82
"Tapirus_terrestris",3.99
"Tapirus_terrestris",9.17
"Tapirus_terrestris",10.26
"Tapirus_terrestris",9.36
"Tapirus_terrestris",2.99
"Tapirus_terrestris",7.88
"Tapirus_terrestris",5.98
"Tapirus_terrestris",9.46
"Tapirus_terrestris",7.98
"Tapirus_terrestris",6.69
"Tapirus_terrestris",3.99
"Tapirus_terrestris",12.96
"Tapirus_terrestris",12.33
"Tapirus_terrestris",4.99
"Tapirus_terrestris",6.98
"Tapirus_terrestris",5.8
"Tapirus_terrestris",4.98
"Tapirus_terrestris",6.98
"Tapirus_terrestris",10.18
"Tapirus_terrestris",19.32
"Tapirus_terrestris",12.96
"Tapirus_terrestris",7.76
"Tapirus_terrestris",6.98
"Tapirus_terrestris",5.98
"Tapirus_terrestris",11.59
"Tapirus_terrestris",6.35
"Tapirus_terrestris",18.63
"Tapirus_terrestris",3.78
"Tapirus_terrestris",3.53
"Tapirus_terrestris",25.53
"Tapirus_terrestris",9.87
"Tapirus_terrestris",4.23
"Tapirus_terrestris",5.8
"Tapirus_terrestris",6.35
"Tapirus_terrestris",14.1
"Tapirus_terrestris",4.99
"Tapirus_terrestris",16.58
"Tapirus_terrestris",20.94
"Tapirus_terrestris",7.98
"Tapirus_terrestris",12.11
"Tapirus_terrestris",8.97
"Tapirus_terrestris",3.99
"Tapirus_terrestris",10.97
"Tapirus_terrestris",8.41
"Tapirus_terrestris",15.32
"Tapirus_terrestris",9.17
"Tapirus_terrestris",10.39
"Tapirus_terrestris",7.98
"Tapirus_terrestris",17.22
"Tapirus_terrestris",13.27
"Tapirus_terrestris",6.94
"Tapirus_terrestris",7.23
"Tapirus_terrestris",7.57
"Tapirus_terrestris",10.58
"Tapirus_terrestris",5.81
"Tapirus_terrestris",4.23
"Tapirus_terrestris",8.3
"Tapirus_terrestris",13.39
"Tapirus_terrestris",10.26
"Tapirus_terrestris",12.86
"Tapirus_terrestris",10
"Tapirus_terrestris",5.98
"Tapirus_terrestris",8.22
"Tapirus_terrestris",20.45
"Tapirus_terrestris",6.38
"Tapirus_terrestris",16.21
"Tapirus_terrestris",4.94
"Tapirus_terrestris",5.98
"Tapirus_terrestris",14.1
"Tapirus_terrestris",3.53
"Tapirus_terrestris",12.49
"Tapirus_terrestris",13.89
"Tapirus_terrestris",8.47
"Tapirus_terrestris",9.87
"Tapirus_terrestris",16.66
"Tapirus_terrestris",11.35
"Tapirus_terrestris",7.05
"Tapirus_terrestris",6.11
"Tapirus_terrestris",18.94
"Tapirus_terrestris",4.35
"Tapirus_terrestris",17.04
"Tapirus_terrestris",6.35
"Tapirus_terrestris",3.99
"Tapirus_terrestris",17.41
"Tapirus_terrestris",19.7
"Tapirus_terrestris",20.13
"Tapirus_terrestris",6.98
"Tapirus_terrestris",6.31
"Tapirus_terrestris",7.98
"Tapirus_terrestris",7.76
"Tapirus_terrestris",11.85
"Tapirus_terrestris",14.19
"Tapirus_terrestris",4.9
"Tapirus_terrestris",15.83
"Tapirus_terrestris",12.96
"Tapirus_terrestris",4.42
"Tapirus_terrestris",4.99
"Tapirus_terrestris",2.82
"Tapirus_terrestris",4.99
"Tapirus_terrestris",21.54
"Tapirus_terrestris",10.56
"Tapirus_terrestris",5.64
"Tapirus_terrestris",7.23
"Tapirus_terrestris",18.94
"Tapirus_terrestris",9.87
"Tapirus_terrestris",4.99
"Tapirus_terrestris",6.69
"Tapirus_terrestris",8.46
"Tapirus_terrestris",3.99
"Tapirus_terrestris",7.05
"Tapirus_terrestris",12.69
"Tapirus_terrestris",4.99
"Tapirus_terrestris",2.99
"Tapirus_terrestris",6.18
"Tapirus_terrestris",14.1
"Tapirus_terrestris",7.01
"Tapirus_terrestris",8.38
"Tapirus_terrestris",7.05
"Tapirus_terrestris",6.98
"Tapirus_terrestris",8.03
"Tapirus_terrestris",12.3
"Tapirus_terrestris",3.99
"Tapirus_terrestris",8.97
"Tapirus_terrestris",10.97
"Tapirus_terrestris",19.17
"Tapirus_terrestris",7.58
"Tapirus_terrestris",6.98
"Tapirus_terrestris",9.97
"Tapirus_terrestris",10.58
"Tapirus_terrestris",9.36
"Tapirus_terrestris",9.92
"Tapirus_terrestris",14.27
"Tapirus_terrestris",6.36
"Tapirus_terrestris",14.42
"Tapirus_terrestris",6.98
"Tapirus_terrestris",12.69
"Tapirus_terrestris",6.98
"Tapirus_terrestris",10.09
"Tapirus_terrestris",8.92
"Tapirus_terrestris",11.66
"Tapirus_terrestris",10.58
"Tapirus_terrestris",6.35
"Tapirus_terrestris",7.98
"Tapirus_terrestris",10.94
"Tapirus_terrestris",6.35
"Tapirus_terrestris",7.98
"Tapirus_terrestris",13.56
"Tapirus_terrestris",5.64
"Tapirus_terrestris",8.47
"Tapirus_terrestris",4.99
"Tapirus_terrestris",10.6
"Tapirus_terrestris",7.57
"Tapirus_terrestris",12.96
"Tapirus_terrestris",9.97
"Tapirus_terrestris",23.58
"Tapirus_terrestris",6.35
"Tapirus_terrestris",7.05
"Tapirus_terrestris",12.52
"Tapirus_terrestris",40.31
"Tapirus_terrestris",5.36
"Tapirus_terrestris",4.23
"Tapirus_terrestris",7.98
"Tapirus_terrestris",17.62
"Tapirus_terrestris",11.98
"Tapirus_terrestris",17.33
"Tapirus_terrestris",13.56
"Tapirus_terrestris",5.64
"Tapirus_terrestris",14.44
"Tapirus_terrestris",7.98
"Tapirus_terrestris",9.4
"Tapirus_terrestris",10.26
"Tapirus_terrestris",3.99
"Tapirus_terrestris",20.51
"Tapirus_terrestris",5.8
"Tapirus_terrestris",4.99
"Tapirus_terrestris",6.24
"Tapirus_terrestris",6.98
"Tapirus_terrestris",3.57
"Tapirus_terrestris",7.05
"Tapirus_terrestris",14.38
"Tapirus_terrestris",11.04
"Tapirus_terrestris",6.98
"Tapirus_terrestris",12.69
"Tapirus_terrestris",11.59
"Tapirus_terrestris",5.64
"Tapirus_terrestris",6.98
"Tapirus_terrestris",15.05
"Tapirus_terrestris",8.92
"Tapirus_terrestris",7.05
"Tapirus_terrestris",12.96
"Tapirus_terrestris",10.97
"Tapirus_terrestris",15.76
"Tapirus_terrestris",7.19
"Tapirus_terrestris",21.96
"Tapirus_terrestris",6.98
"Tapirus_terrestris",12.78
"Tapirus_terrestris",9.97
"Tapirus_terrestris",9.36
"Tapirus_terrestris",14.52
"Tapirus_terrestris",10.97
"Tapirus_terrestris",9.14
"Tapirus_terrestris",15.83
"Tapirus_terrestris",13.38
"Tapirus_terrestris",10.2
"Tapirus_terrestris",7.05
"Tapirus_terrestris",6.24
"Tapirus_terrestris",7.98
"Tapirus_terrestris",8.97
"Tapirus_terrestris",7.05
"Tapirus_terrestris",14.96
"Tapirus_terrestris",10.64
"Tapirus_terrestris",11.11
"Tapirus_terrestris",14.5
"Tapirus_terrestris",4.11
"Tapirus_terrestris",11.96
"Tapirus_terrestris",5.98
"Tapirus_terrestris",7.98
"Tapirus_terrestris",10.97
"Tapirus_terrestris",7.25
"Tapirus_terrestris",6.24
"Tapirus_terrestris",14.96
"Tapirus_terrestris",7.76
"Tapirus_terrestris",5.25
"Tapirus_terrestris",5.98
"Tapirus_terrestris",10.97
"Tapirus_terrestris",20.06
"Tapirus_terrestris",20.94
"Tapirus_terrestris",29.91
"Tapirus_terrestris",2.99
"Tapirus_terrestris",3.57
"Tapirus_terrestris",8.97
"Tapirus_terrestris",20.4
"Tapirus_terrestris",7.76
"Tapirus_terrestris",18.81
"Tapirus_terrestris",16.12
"Tapirus_terrestris",19.17
"Tapirus_terrestris",3.57
"Tapirus_terrestris",3.95
"Tapirus_terrestris",6.29
"Tapirus_terrestris",3.95
"Tapirus_terrestris",3.75
"Tapirus_terrestris",4.86
"Tapirus_terrestris",2.97
"Tapirus_terrestris",5.75
"Tapirus_terrestris",7.51
"Tapirus_terrestris",5.73
"Tapirus_terrestris",5.59
"Tapirus_terrestris",4.86
"Tapirus_terrestris",6.71
"Tapirus_terrestris",6.92
"Tapirus_terrestris",3.95
"Tapirus_terrestris",8.14
"Tapirus_terrestris",4.42
"Tapirus_terrestris",9.88
"Tapirus_terrestris",2.8
"Tapirus_terrestris",3.95
"Tapirus_terrestris",7.51
"Tapirus_terrestris",3.54
"Tapirus_terrestris",10.87
"Tapirus_terrestris",6.92
"Tapirus_terrestris",9.08
"Tapirus_terrestris",7.69
"Tapirus_terrestris",6.92
"Tapirus_terrestris",5.59
"Tapirus_terrestris",19.27
"Tapirus_terrestris",6.63
"Tapirus_terrestris",2.97
"Tapirus_terrestris",5.59
"Tapirus_terrestris",5.93
"Tapirus_terrestris",10.87
"Tapirus_terrestris",18.24
"Tapirus_terrestris",2.97
"Tapirus_terrestris",18.22
"Tapirus_terrestris",7.43
"Tapirus_terrestris",2.97
"Tapirus_terrestris",4.19
"Tapirus_terrestris",10.87
"Tapirus_terrestris",6.47
"Tapirus_terrestris",10.42
"Tapirus_terrestris",7.69
"Tapirus_terrestris",7.91
"Tapirus_terrestris",6.63
"Tapirus_terrestris",10.31
"Tapirus_terrestris",2.97
"Tapirus_terrestris",4.25
"Tapirus_terrestris",11.21
"Tapirus_terrestris",12.17
"Tapirus_terrestris",7.23
"Tapirus_terrestris",6.01
"Tapirus_terrestris",10.31
"Tapirus_terrestris",8.02
"Tapirus_terrestris",15.65
"Tapirus_terrestris",3.01
"Tapirus_terrestris",8.3
"Tapirus_terrestris",3.87
"Tapirus_terrestris",14.27
"Tapirus_terrestris",5.81
"Tapirus_terrestris",15.05
"Tapirus_terrestris",4.11
"Tapirus_terrestris",6.77
"Tapirus_terrestris",7.78
"Tapirus_terrestris",13.85
"Tapirus_terrestris",5.34
"Tapirus_terrestris",16.9
"Tapirus_terrestris",5.96
"Tapirus_terrestris",3.97
"Tapirus_terrestris",25.16
"Tapirus_terrestris",5.75
"Tapirus_terrestris",15.96
"Tapirus_terrestris",9.24
"Tapirus_terrestris",5.9
"Tapirus_terrestris",12.92
"Tapirus_terrestris",17.25
"Tapirus_terrestris",10.15
"Tapirus_terrestris",6.09
"Tapirus_terrestris",9.13
"Tapirus_terrestris",8.12
"Tapirus_terrestris",9.4
"Tapirus_terrestris",3.05
"Tapirus_terrestris",12.18
"Tapirus_terrestris",9.31
"Tapirus_terrestris",5.66
"Tapirus_terrestris",9.01
"Tapirus_terrestris",6.09
"Tapirus_terrestris",13.19
"Tapirus_terrestris",14.07
"Tapirus_terrestris",10.15
"Tapirus_terrestris",14.53
"Tapirus_terrestris",14.21
"Tapirus_terrestris",13.64
"Tapirus_terrestris",6.09
"Tapirus_terrestris",6.09
"Tapirus_terrestris",13.62
"Tapirus_terrestris",7.16
"Tapirus_terrestris",4.31
"Tapirus_terrestris",12.26
"Tapirus_terrestris",17.25
"Tapirus_terrestris",9.19
"Tapirus_terrestris",14.35
"Tapirus_terrestris",12.18
"Tapirus_terrestris",11.87
"Tapirus_terrestris",12.18
"Tapirus_terrestris",5.18
"Tapirus_terrestris",10.15
"Tapirus_terrestris",16.02
"Tapirus_terrestris",10.05
"Tapirus_terrestris",16.87
"Tapirus_terrestris",5.9
"Tapirus_terrestris",8.12
"Tapirus_terrestris",7.18
"Tapirus_terrestris",7.89
"Tapirus_terrestris",26.09
"Tapirus_terrestris",19.38
"Tapirus_terrestris",10.44
"Tapirus_terrestris",8.12
"Tapirus_terrestris",3.05
"Tapirus_terrestris",9.99
"Tapirus_terrestris",7.16
"Tapirus_terrestris",7.26
"Tapirus_terrestris",6.35
"Tapirus_terrestris",15.79
"Tapirus_terrestris",7.1
"Tapirus_terrestris",5.08
"Tapirus_terrestris",7.18
"Tapirus_terrestris",7.35
"Tapirus_terrestris",15.22
"Tapirus_terrestris",18.27
"Tapirus_terrestris",8.12
"Tapirus_terrestris",11.48
"Tapirus_terrestris",14.21
"Tapirus_terrestris",8.16
"Tapirus_terrestris",30.72
"Tapirus_terrestris",14.82
"Tapirus_terrestris",8.12
"Tapirus_terrestris",9.13
"Tapirus_terrestris",14.75
"Tapirus_terrestris",10.15
"Tapirus_terrestris",17.25
"Tapirus_terrestris",15.43
"Tapirus_terrestris",17.25
"Tapirus_terrestris",16.52
"Tapirus_terrestris",4.17
"Tapirus_terrestris",10.15
"Tapirus_terrestris",17.59
"Tapirus_terrestris",8.61
"Tapirus_terrestris",11.16
"Tapirus_terrestris",5.08
"Tapirus_terrestris",13.63
"Tapirus_terrestris",13.31
"Tapirus_terrestris",4.06
"Tapirus_terrestris",27.69
"Tapirus_terrestris",9.08
"Tapirus_terrestris",12.25
"Tapirus_terrestris",11.05
"Tapirus_terrestris",4.54
"Tapirus_terrestris",6.09
"Tapirus_terrestris",11.16
"Tapirus_terrestris",3.05
"Tapirus_terrestris",11.35
"Tapirus_terrestris",9.33
"Tapirus_terrestris",20.81
"Tapirus_terrestris",4.06
"Tapirus_terrestris",22.82
"Tapirus_terrestris",18.61
"Tapirus_terrestris",12.67
"Tapirus_terrestris",8.12
"Tapirus_terrestris",16.19
"Tapirus_terrestris",25.04
"Tapirus_terrestris",7.1
"Tapirus_terrestris",8.58
"Tapirus_terrestris",6.06
"Tapirus_terrestris",13.16
"Tapirus_terrestris",4.97
"Tapirus_terrestris",26.82
"Tapirus_terrestris",14.6
"Tapirus_terrestris",7.3
"Tapirus_terrestris",9.89
"Tapirus_terrestris",31.16
"Tapirus_terrestris",5.42
"Tapirus_terrestris",31.78
"Tapirus_terrestris",15.29
"Tapirus_terrestris",18.96
"Tapirus_terrestris",11.15
"Tapirus_terrestris",22.85
"Tapirus_terrestris",17.37
"Tapirus_terrestris",6.06
"Tapirus_terrestris",18.61
"Tapirus_terrestris",22.13
"Tapirus_terrestris",5.05
"Tapirus_terrestris",4.51
"Tapirus_terrestris",18.02
"Tapirus_terrestris",8.62
"Tapirus_terrestris",9.64
"Tapirus_terrestris",6.06
"Tapirus_terrestris",3.03
"Tapirus_terrestris",5.05
"Tapirus_terrestris",8.4
"Tapirus_terrestris",33.51
"Tapirus_terrestris",8.68
"Tapirus_terrestris",11.42
"Tapirus_terrestris",3.03
"Tapirus_terrestris",15.14
"Tapirus_terrestris",3.57
"Tapirus_terrestris",16.1
"Tapirus_terrestris",16.25
"Tapirus_terrestris",5.05
"Tapirus_terrestris",5.39
"Tapirus_terrestris",16.3
"Tapirus_terrestris",20.35
"Tapirus_terrestris",6.94
"Tapirus_terrestris",28.54
"Tapirus_terrestris",8.57
"Tapirus_terrestris",21.28
"Tapirus_terrestris",6.76
"Tapirus_terrestris",4.03
"Tapirus_terrestris",16.4
"Tapirus_terrestris",3.03
"Tapirus_terrestris",8.07
"Tapirus_terrestris",5.04
"Tapirus_terrestris",3.61
"Tapirus_terrestris",5.7
"Tapirus_terrestris",9.02
"Tapirus_terrestris",3.03
"Tapirus_terrestris",16.26
"Tapirus_terrestris",8.47
"Tapirus_terrestris",9.07
"Tapirus_terrestris",5.04
"Tapirus_terrestris",4.03
"Tapirus_terrestris",11.48
"Tapirus_terrestris",19.7
"Tapirus_terrestris",17.79
"Tapirus_terrestris",10.06
"Tapirus_terrestris",5.04
"Tapirus_terrestris",4.99
"Tapirus_terrestris",10.35
"Tapirus_terrestris",7.06
"Tapirus_terrestris",5.04
"Tapirus_terrestris",4.28
"Tapirus_terrestris",9.07
"Tapirus_terrestris",8.29
"Tapirus_terrestris",8.07
"Tapirus_terrestris",7.06
"Tapirus_terrestris",13.08
"Tapirus_terrestris",7.21
"Tapirus_terrestris",25.21
"Tapirus_terrestris",9.27
"Tapirus_terrestris",5.04
"Tapirus_terrestris",8.95
"Tapirus_terrestris",6.11
"Tapirus_terrestris",4.28
"Tapirus_terrestris",9.07
"Tapirus_terrestris",16.78
"Tapirus_terrestris",4.06
"Tapirus_terrestris",6.38
"Tapirus_terrestris",3.03
"Tapirus_terrestris",13.55
"Tapirus_terrestris",17.11
"Tapirus_terrestris",4.06
"Tapirus_terrestris",5.04
"Tapirus_terrestris",4.03
"Tapirus_terrestris",9.27
"Tapirus_terrestris",8.07
"Tapirus_terrestris",14.61
"Tapirus_terrestris",9.07
"Tapirus_terrestris",5.04
"Tapirus_terrestris",5.04
"Tapirus_terrestris",4.03
"Tapirus_terrestris",2.85
"Tapirus_terrestris",7.06
"Tapirus_terrestris",6.42
"Tapirus_terrestris",4.06
"Tapirus_terrestris",7.84
"Tapirus_terrestris",4.03
"Tapirus_terrestris",6.05
"Tapirus_terrestris",5.41
"Tapirus_terrestris",4.03
"Tapirus_terrestris",11.09
"Tapirus_terrestris",5.41
"Tapirus_terrestris",7.67
"Tapirus_terrestris",12.46
"Tapirus_terrestris",7.12
"Tapirus_terrestris",6.31
"Tapirus_terrestris",4.99
"Tapirus_terrestris",4.28
"Tapirus_terrestris",3.57
"Tapirus_terrestris",5.04
"Tapirus_terrestris",4.03
"Tapirus_terrestris",10.08
"Tapirus_terrestris",10.08
"Tapirus_terrestris",2.85
"Tapirus_terrestris",3.03
"Tapirus_terrestris",8.61
"Tapirus_terrestris",19.96
"Tapirus_terrestris",4.03
"Tapirus_terrestris",11.09
"Tapirus_terrestris",4.75
"Tapirus_terrestris",11.72
"Tapirus_terrestris",8.29
"Tapirus_terrestris",3.57
"Tapirus_terrestris",5.04
"Tapirus_terrestris",7.13
"Tapirus_terrestris",6.11
"Tapirus_terrestris",5.04
"Tapirus_terrestris",7.13
"Tapirus_terrestris",25.48
"Tapirus_terrestris",5.04
"Tapirus_terrestris",4.03
"Tapirus_terrestris",3.57
"Tapirus_terrestris",14.43
"Tapirus_terrestris",6.53
"Tapirus_terrestris",4.47
"Tapirus_terrestris",7.13
"Tapirus_terrestris",7.67
"Tapirus_terrestris",8.07
"Tapirus_terrestris",11.41
"Tapirus_terrestris",24.86
"Tapirus_terrestris",11
"Tapirus_terrestris",7.13
"Tapirus_terrestris",10.03
"Tapirus_terrestris",7.3
"Tapirus_terrestris",5.04
"Tapirus_terrestris",27.22
"Tapirus_terrestris",9.98
"Tapirus_terrestris",5.04
"Tapirus_terrestris",6.42
"Tapirus_terrestris",23.62
"Tapirus_terrestris",9.54
"Tapirus_terrestris",10.08
"Tapirus_terrestris",11.09
"Tapirus_terrestris",13.11
"Tapirus_terrestris",8.07
"Tapirus_terrestris",8.57
"Tapirus_terrestris",10.69
"Tapirus_terrestris",11.09
"Tapirus_terrestris",3.03
"Tapirus_terrestris",4.03
"Tapirus_terrestris",10.76
"Tapirus_terrestris",3.57
"Tapirus_terrestris",9.88
"Tapirus_terrestris",3.03
"Tapirus_terrestris",14.35
"Tapirus_terrestris",10.59
"Tapirus_terrestris",4.28
"Tapirus_terrestris",6.06
"Tapirus_terrestris",4.51
"Tapirus_terrestris",6.43
"Tapirus_terrestris",4.03
"Tapirus_terrestris",6.05
"Tapirus_terrestris",3.61
"Tapirus_terrestris",14.43
"Tapirus_terrestris",6.71
"Tapirus_terrestris",4.03
"Tapirus_terrestris",10.69
"Tapirus_terrestris",9.27
"Tapirus_terrestris",4.99
"Tapirus_terrestris",4.28
"Tapirus_terrestris",4.28
"Tapirus_terrestris",5.1
"Tapirus_terrestris",7.13
"Tapirus_terrestris",12.1
"Tapirus_terrestris",8.07
"Tapirus_terrestris",7.06
"Tapirus_terrestris",8.07
"Tapirus_terrestris",17.16
"Tapirus_terrestris",20.11
"Tapirus_terrestris",4.03
