"source","width"
"blood",2.14
"blood",3.57
"blood",7.13
"blood",3.57
"blood",7.06
"blood",6.42
"blood",3.03
"blood",3.03
"blood",3.03
"blood",5.67
"blood",6.05
"blood",3.03
"blood",9.73
"blood",7.75
"blood",5.04
"blood",3.61
"blood",8.41
"blood",4.03
"blood",4.99
"blood",5.74
"blood",9.07
"blood",6.13
"blood",4.99
"blood",12.3
"blood",11.41
"blood",10.07
"blood",8.31
"blood",5.7
"blood",12.34
"blood",4.28
"blood",9.25
"blood",10.37
"blood",16.13
"blood",6.05
"blood",3.03
"blood",9.98
"blood",4.2
"blood",14.63
"blood",5.86
"blood",4.06
"blood",4.03
"blood",4.03
"blood",3.83
"blood",3.03
"blood",4.56
"blood",3.03
"blood",10.08
"blood",3.03
"blood",14.26
"blood",3.03
"blood",3.57
"blood",6.99
"blood",3.57
"blood",2.85
"blood",2.85
"blood",4.99
"blood",7.01
"blood",5.56
"blood",11.6
"blood",3.03
"blood",4.03
"blood",10.08
"blood",3.43
"blood",5.1
"blood",5.14
"blood",5.41
"blood",11.4
"blood",8.5
"blood",4.75
"blood",3.16
"blood",6.05
"blood",11.8
"blood",3.61
"blood",6.05
"blood",19.31
"blood",3.03
"blood",3.03
"blood",7.06
"blood",2.55
"blood",13.7
"blood",3.36
"blood",3.16
"blood",8.56
"blood",13.91
"blood",5.04
"blood",3.03
"blood",3.03
"blood",4.03
"blood",14.04
"blood",7.06
"blood",8.07
"blood",9.3
"blood",24.35
"blood",4.03
"blood",11.97
"blood",2.37
"blood",7.48
"blood",4.03
"blood",3.57
"blood",2.69
"blood",4.51
"blood",2.52
"blood",3.03
"blood",5.04
"blood",13.11
"blood",2.85
"blood",2.85
"blood",5.74
"blood",12.56
"blood",11.09
"blood",3.03
"blood",8.9
"blood",3.03
"blood",4.03
"blood",2.14
"blood",3.57
"blood",6.14
"blood",9.27
"blood",3.03
"blood",3.03
"blood",3.03
"blood",3.83
"blood",3.03
"blood",5.04
"blood",4.03
"blood",5.04
"blood",3.51
"blood",3.03
"blood",4.03
"blood",3.03
"blood",4.03
"blood",4.51
"blood",5.7
"blood",3.03
"blood",4.03
"blood",3.76
"blood",3.03
"blood",8.14
"blood",4.99
"blood",2.62
"blood",15.42
"blood",5.04
"blood",5.93
"blood",8.82
"blood",3.61
"blood",9.09
"blood",5.04
"blood",7.06
"blood",12.12
"blood",4.99
"blood",3.57
"blood",2.85
"blood",3.03
"blood",3.19
"blood",3.03
"blood",3.61
"blood",5.04
"blood",5.04
"blood",3.03
"blood",4.03
"blood",3.03
"blood",5.57
"blood",7.06
"blood",5.04
"blood",3.76
"blood",4.03
"blood",6.62
"blood",4.99
"blood",2.85
"blood",4.03
"blood",7.06
"blood",4.03
"blood",4.28
"blood",5.04
"blood",3.51
"blood",2.85
"blood",7.13
"blood",4.15
"blood",3.19
"blood",6.05
"blood",5.04
"blood",7.06
"blood",5.41
"blood",3.71
"blood",7.55
"blood",7.06
"blood",2.85
"blood",2.52
"blood",3.03
"blood",3.57
"blood",7.06
"blood",5.04
"blood",4.03
"blood",5.04
"blood",5.7
"blood",3.03
"blood",12.41
"blood",10.39
"blood",2.71
"blood",8.5
"blood",4.64
"blood",3.03
"blood",3.03
"blood",7.67
"blood",8.67
"blood",6.31
"blood",5.74
"blood",2.82
"blood",6.05
"blood",6.42
"blood",3.57
"blood",5.04
"blood",3.61
"blood",6.96
"blood",5.53
"blood",5.04
"blood",2.71
"blood",5.74
"blood",8.07
"blood",4.64
"blood",3.03
"blood",3.57
"blood",3.03
"blood",3.03
"blood",6.86
"blood",2.85
"blood",3.61
"blood",9.23
"blood",2.14
"blood",2.14
"blood",5.58
"blood",2.24
"blood",3.83
"blood",3.57
"blood",2.14
"blood",4.28
"blood",9.07
"blood",3.8
"blood",4.05
"blood",3.57
"blood",4.03
"blood",3.57
"blood",4.28
"blood",3.03
"blood",3.03
"blood",2.85
"blood",3.57
"blood",3.03
"blood",6.85
"blood",10.08
"blood",9.84
"blood",6.05
"blood",4.28
"blood",10.53
"blood",4.03
"blood",3.16
"blood",4.03
"blood",12.44
"blood",3.03
"blood",6.05
"blood",3.03
"blood",4.06
"blood",7.06
"blood",8.07
"blood",11.09
"blood",13.08
"blood",8.19
"blood",8.26
"blood",3.03
"blood",5.04
"blood",4.03
"blood",6.42
"blood",8.07
"blood",3.57
"blood",4.78
"blood",4.28
"blood",2.14
"blood",5.7
"blood",3.03
"blood",3.36
"blood",3.03
"blood",4
"blood",4.28
"blood",5.04
"blood",3.03
"blood",4.03
"blood",6.15
"blood",1.96
"blood",2.55
"blood",5.04
"blood",11.41
"blood",4.99
"blood",3.03
"blood",4.99
"blood",3.57
"blood",3.03
"blood",5.86
"blood",4.03
"blood",5.04
"blood",2.85
"blood",14.59
"blood",6.05
"blood",23.19
"blood",5.04
"blood",9.78
"blood",3.8
"blood",12.44
"blood",5.04
"blood",4.64
"blood",12.17
"blood",4.35
"blood",5.04
"blood",4.03
"blood",3.03
"blood",6.42
"blood",3.76
"blood",12.1
"blood",13.14
"blood",3.51
"blood",8.07
"blood",2.14
"blood",3.03
"blood",2.26
"blood",7.06
"blood",4.03
"blood",3.23
"blood",4.96
"blood",4.4
"blood",3.57
"blood",3.03
"blood",2.85
"blood",7.84
"blood",6.31
"blood",9.05
"blood",8.23
"blood",7.84
"blood",15.33
"blood",5.04
"blood",3.03
"blood",2.82
"blood",2.14
"blood",3.03
"blood",4.99
"blood",4.03
"blood",5.04
"blood",2.87
"blood",4.89
"blood",2.71
"blood",2.23
"blood",4.2
"blood",13.21
"blood",3.03
"blood",3.03
"blood",2.2
"blood",6.05
"blood",5.04
"blood",11.09
"blood",4.51
"blood",5.7
"blood",5.04
"blood",7.06
"blood",5.04
"blood",4.89
"blood",10.05
"blood",4.51
"blood",5.04
"blood",3.03
"blood",9.07
"blood",3.03
"blood",4.28
"blood",4.28
"blood",17.26
"blood",2.14
"blood",4.06
"blood",4.99
"blood",4.03
"blood",4.2
"blood",5.1
"blood",4.51
"blood",9.92
"blood",7.06
"blood",3.57
"blood",3.03
"blood",3.03
"blood",2.85
"blood",4.03
"blood",2.71
"blood",6.5
"blood",7.46
"blood",31.5
"blood",3.83
"blood",4.16
"blood",3.11
"blood",2.14
"blood",3.03
"blood",3.16
"blood",30.24
"blood",3.16
"blood",4.49
"blood",3.03
"blood",3.67
"blood",3.61
"blood",5.04
"blood",3.57
"blood",3.03
"blood",4.03
"blood",5.04
"blood",11.27
"blood",5.04
"blood",3.03
"blood",4.28
"blood",4.03
"blood",3.57
"blood",2.14
"blood",6.05
"blood",3.03
"blood",6.15
"blood",4.88
"blood",3.03
"blood",4.03
"blood",3.03
"blood",3.03
"blood",3.61
"blood",8.61
"blood",11.09
"blood",3.23
"blood",2.87
"blood",6.43
"blood",4.03
"blood",2.85
"blood",4.03
"blood",2.85
"blood",7.06
"blood",8.91
"blood",3.61
"blood",6.05
"blood",4.03
"blood",4.03
"blood",9.07
"blood",7.06
"blood",3.42
"blood",5.51
"blood",4.03
"blood",5.45
"blood",4.06
"blood",8.03
"blood",3.56
"blood",3.92
"blood",13.33
"blood",3.03
"blood",22.81
"blood",13.3
"blood",4.03
"blood",9.86
"blood",2.55
"blood",4.03
"blood",6.05
"blood",3.03
"blood",5.04
"blood",3.03
"blood",3.03
"blood",3.03
"blood",4.89
"blood",9.98
"blood",3.03
"blood",2.85
"blood",5.86
"blood",4.03
"blood",3.03
"blood",2.8
"blood",5.04
"blood",3.03
"blood",3.03
"blood",4.03
"blood",4.75
"blood",5.04
"blood",4.28
"blood",3.83
"blood",3.03
"blood",5.41
"blood",4.99
"blood",4.4
"blood",5.41
"blood",3.83
"blood",2.85
"blood",4.14
"blood",15.46
"blood",2.14
"blood",4.03
"blood",8.95
"blood",5.65
"blood",3.57
"blood",6.05
"blood",5.04
"blood",4.03
"blood",6.6
"blood",7.21
"blood",4.47
"blood",5.04
"blood",8.23
"blood",4.03
"blood",5.04
"blood",5.04
"blood",8.12
"blood",2.85
"blood",8.56
"blood",3.03
"blood",4.49
"blood",4.03
"blood",2.14
"blood",3.03
"blood",4.06
"blood",3.57
"blood",6.42
"blood",7.01
"blood",6.13
"blood",6.05
"blood",3.03
"blood",3.93
"blood",13.01
"blood",2.69
"blood",2.55
"blood",3.03
"blood",11.05
"blood",3.03
"blood",5.7
"blood",6.38
"blood",4.78
"blood",2.85
"blood",6.05
"blood",3.03
"blood",3.03
"blood",5.45
"blood",6.45
"blood",4.03
"blood",2.14
"blood",7.06
"blood",8.11
"blood",3.57
"blood",4.84
"blood",3.03
"blood",5.74
"blood",3.36
"blood",5.04
"blood",2.85
"blood",3.19
"blood",4.28
"blood",2.55
"blood",2.85
"blood",8.45
"blood",4.2
"blood",3.03
"blood",2.71
"blood",9.78
"blood",7.84
"blood",2.85
"blood",6.42
"blood",3.57
"blood",4.65
"blood",4.89
"blood",3.03
"blood",6.23
"blood",3.03
"blood",4.03
"blood",5.7
"blood",6.7
"blood",3.03
"blood",6.92
"blood",3.03
"blood",4.31
"blood",10.63
"blood",6.05
"blood",2.26
"blood",3.03
"blood",5.04
"blood",13.04
"blood",3.11
"blood",3.03
"blood",7.13
"blood",7.13
"blood",4.63
"blood",26.85
"blood",5.24
"blood",4.28
"blood",11.09
"blood",4.55
"blood",3.03
"blood",3.57
"blood",8.07
"blood",7.13
"blood",3.57
"blood",15.15
"blood",3.03
"blood",3.57
"blood",4.03
"blood",5.7
"blood",4.28
"blood",5.99
"blood",4.47
"blood",5.04
"blood",3.16
"blood",7.13
"blood",4.06
"blood",3.03
"blood",3.03
"blood",3.03
"blood",2.26
"blood",11.09
"blood",5.04
"blood",7.06
"blood",10.82
"blood",5.04
"blood",13.11
"blood",4.28
"blood",6.05
"blood",8.56
"blood",3.57
"blood",24.5
"blood",4.99
"blood",4.03
"blood",4.37
"blood",5.62
"blood",4.03
"blood",7.01
"blood",3.03
"blood",3.16
"blood",14.03
"blood",8.56
"blood",2.85
"blood",8.8
"blood",7.06
"blood",4.03
"blood",5.04
"blood",4.49
"blood",5.75
"blood",6.4
"blood",5.43
"blood",7.06
"blood",7.84
"blood",7.06
"blood",3.03
"blood",7.55
"blood",4.15
"blood",3.03
"blood",6.05
"blood",3.03
"blood",7.77
"blood",6.76
"blood",4.99
"blood",7.67
"blood",9.7
"blood",12.61
"blood",4.03
"blood",5.04
"blood",4.28
"blood",25.2
"blood",3.03
"blood",3.03
"blood",4.2
"blood",4.03
"blood",4.4
"blood",4.99
"blood",3.16
"blood",2.85
"blood",3.03
"blood",4.03
"blood",5.1
"blood",4.03
"blood",7.06
"blood",4.99
"blood",4.03
"blood",4.51
"blood",5.04
"blood",3.03
"blood",5.41
"blood",8.07
"blood",4.03
"blood",3.03
"blood",14.26
"blood",4.5
"blood",7.13
"blood",6.05
"blood",5.04
"blood",4.28
"blood",3.03
"blood",2.85
"blood",2.14
"blood",6.31
"blood",4.03
"blood",5.04
"blood",4.51
"blood",5.04
"blood",7.87
"blood",3
"blood",4.9
"blood",4.9
"blood",2.08
"blood",3.92
"blood",2.77
"blood",5.54
"blood",4.9
"blood",2.48
"blood",2.79
"blood",3.92
"blood",9.79
"blood",4.9
"blood",5.58
"blood",2.94
"blood",14.69
"blood",4.9
"blood",3.86
"blood",8.19
"blood",2.05
"blood",13.11
"blood",3.51
"blood",2.34
"blood",2.89
"blood",4.09
"blood",3.86
"blood",2.14
"blood",7.89
"blood",7.08
"blood",10.82
"blood",12.53
"blood",10.91
"blood",9.23
"blood",25.9
"blood",1.96
"blood",7.64
"blood",8
"blood",4
"blood",3.4
"blood",3.77
"blood",2.83
"blood",10.38
"blood",5.48
"blood",2.83
"blood",3.89
"blood",4
"blood",3.77
"blood",4.07
"blood",2.53
"blood",2.39
"blood",4
"blood",15.58
"blood",10.2
"blood",15.29
"blood",12.44
"blood",8.43
"blood",2.74
"blood",7.14
"blood",21.63
"blood",4.56
"blood",2.55
"blood",5.93
"blood",9.18
"blood",19.27
"blood",5.69
"blood",5.1
"blood",23.39
"blood",11.22
"blood",5.05
"blood",23.45
"blood",13.25
"blood",22.49
"blood",15.67
"blood",3.65
"blood",32.8
"blood",6.93
"blood",21.51
"blood",8.41
"blood",15.63
"blood",3.82
"blood",2.87
"blood",3.45
"blood",5.57
"blood",6.75
"blood",2.87
"blood",2.7
"blood",11.65
"blood",3.42
"blood",2.7
"blood",3.82
"blood",3.02
"blood",3.82
"blood",6.63
"blood",5.52
"blood",2.03
"blood",3.82
"blood",2.03
"blood",2.7
"blood",2.87
"blood",3.44
"blood",7.37
"blood",2.14
"blood",3.38
"blood",3.82
"blood",3.38
"blood",2.7
"blood",27.71
"blood",10.29
"blood",3.42
"blood",4.73
"blood",15.37
"blood",2.87
"blood",2.42
"blood",6.69
"blood",1.81
"blood",2.78
"blood",4.87
"blood",10.81
"blood",6.69
"blood",5.41
"blood",5.56
"blood",6.69
"blood",3.85
"blood",7.64
"blood",2.87
"blood",2.14
"blood",2.65
"blood",2.87
"blood",3.38
"blood",2.7
"blood",2.7
"blood",2.56
"blood",4.31
"blood",2.39
"blood",2.99
"blood",2.7
"blood",4.78
"blood",3.63
"blood",4.73
"blood",5.41
"blood",6.69
"blood",2.87
"blood",4.78
"blood",4.23
"blood",8.6
"blood",2.87
"blood",6.12
"blood",3.18
"blood",2.7
"blood",3.19
"blood",4.02
"blood",3.38
"blood",11.43
"blood",2.14
"blood",9.7
"blood",4.15
"blood",3.43
"blood",3.03
"blood",2.67
"blood",4.76
"blood",4.84
"blood",3.87
"blood",4.1
"blood",5.81
"blood",5.8
"blood",4.79
"blood",6.77
"blood",5.47
"blood",4.84
"blood",2.54
"blood",6.9
"blood",6.96
"blood",4.1
"blood",2.61
"blood",2.61
"blood",14.79
"blood",2.46
"blood",2.61
"blood",15.75
"blood",9.7
"blood",3.69
"blood",2.87
"blood",2.61
"blood",10.89
"blood",2.2
"blood",13.05
"blood",2.07
"blood",5.61
"blood",2.61
"blood",6.77
"blood",3.48
"blood",14.69
"blood",9.79
"blood",0.78
"blood",4.7
"blood",13.04
"blood",10.66
"blood",7.38
"blood",3.75
"blood",10.43
"blood",53.98
"blood",2.72
"blood",1.84
"blood",2.46
"blood",19.53
"blood",3.48
"blood",1.61
"blood",6.96
"blood",1.84
"blood",1.17
"blood",4.35
"blood",3.07
"blood",10.87
"blood",3.23
"blood",1.84
"blood",6.96
"blood",15.98
"blood",2.72
"blood",2.46
"blood",11.3
"blood",9.56
"blood",3.11
"blood",1.79
"blood",3.48
"blood",18.84
"blood",2.61
"blood",1.84
"blood",2.61
"blood",2.61
"blood",1.9
"blood",2.65
"blood",2.61
"blood",0.62
"blood",2.61
"blood",1.23
"blood",6.33
"blood",4.43
"blood",18.63
"blood",2.46
"blood",1.94
"blood",12.87
"blood",2.61
"blood",1.84
"blood",3.02
"blood",7.55
"blood",3.48
"blood",2.89
"blood",2.46
"blood",1.69
"blood",8.43
"blood",1.39
"blood",1.84
"blood",4.35
"blood",24.16
"blood",3.75
"blood",0.97
"blood",3.07
"blood",1.21
"blood",11.32
"blood",6.15
"blood",2.61
"blood",6.09
"blood",10.95
"blood",10.43
"blood",24.89
"blood",10.18
"blood",12.3
"blood",2.46
"blood",17.86
"blood",14.78
"blood",3.48
"blood",13.48
"blood",5.22
"blood",6.89
"blood",2.75
"blood",2.33
"blood",2.72
"blood",3.48
"blood",5.94
"blood",11.04
"blood",1.84
"blood",5.22
"blood",3.5
"blood",6.09
"blood",1.45
"blood",4.92
"blood",0.97
"blood",24.88
"blood",2.61
"blood",5.5
"blood",1.84
"blood",3.83
"blood",7.99
"blood",6.12
"blood",3.88
"blood",2.06
"blood",3.3
"blood",2.6
"blood",2.91
"blood",2.15
"blood",2.91
"blood",1.37
"blood",2.91
"blood",1.37
"blood",3.23
"blood",2.91
"blood",2.6
"blood",1.37
"blood",2.74
"blood",2.74
"blood",3.43
"blood",6.85
"blood",13.3
"blood",3.16
"blood",2.74
"blood",7.17
"blood",3.04
"blood",2.91
"blood",3.88
"blood",6.79
"blood",2.91
"blood",2.91
"blood",3.68
"blood",6.45
"blood",2.6
"blood",3.47
"blood",7.76
"blood",2.33
"blood",6.35
"blood",3.29
"blood",4.24
"blood",4.85
"blood",2.45
"blood",2.74
"blood",6.85
"blood",7.8
"blood",3.23
"blood",4.8
"blood",3.47
"blood",4.8
"blood",1.88
"blood",4.57
"blood",2.76
"blood",6.79
"blood",3.47
"blood",2.74
"blood",3.07
"blood",2.76
"blood",3.53
"blood",2.91
"blood",2.76
"blood",5.33
"blood",2.91
"blood",2.45
"blood",4.85
"blood",3.68
"blood",2.91
"blood",6.07
"blood",7.7
"blood",4.85
"blood",2.91
"blood",3.85
"blood",2.06
"blood",2.47
"blood",21.68
"blood",3.9
"blood",2.91
"blood",2.6
"blood",2.6
"blood",2.06
"blood",2.74
"blood",2.91
"blood",3.44
"blood",11.52
"blood",2.75
"blood",11.7
"control",3.231
"control",6.08
"control",4.054
"control",2.797
"control",4.483
"control",3.001
"control",6.106
"control",6.157
"control",9.955
"control",6.139
"control",8.897
"control",23.422
"control",24.636
"control",3.63
"control",12.755
"control",17.275
"control",34.164
"control",21.871
"control",59.209
"control",17.005
"control",17.996
"control",66.097
"control",123.997
"control",3.474
"control",5.438
"control",9.827
"control",7.858
"control",6.733
"control",6.395
"control",3.844
"control",8.353
"control",2.457
"control",8.149
"control",11.395
"control",11.465
"control",9.008
"control",2.387
"control",3.196
"control",5.127
"control",6.959
"control",9.827
"control",5.688
"control",9.831
"control",12.161
"control",8.189
"control",5.807
"control",10.646
"control",10.1
"control",4.132
"control",6.652
"control",1.724
"control",8.631
"control",5.347
"control",7.171
"control",8.189
"control",12.282
"control",11.002
"control",13.103
"control",11.699
"control",9.336
"control",14.052
"control",13.922
"control",9.099
"control",16.379
"control",6.133
"control",12.526
"control",9.008
"control",4.903
"control",17.41
"control",18.577
"control",13.103
"control",5.678
"control",21.008
"control",7.781
"control",12.648
"control",5.703
"control",21.774
"control",14.741
"control",6.5
"control",8.267
"control",13.425
"control",14.052
"control",11.697
"control",17.351
"control",17.642
"control",16.64
"control",17.138
"control",13.267
"control",27.844
"control",7.72
"control",16.115
"control",16.706
"control",23.195
"control",3.831
"control",18.017
"control",21.292
"control",22.451
"control",25.387
"control",26.439
"control",19.185
"control",31.239
"control",16.73
"control",37.331
"control",24.792
"control",13.876
"control",11.893
"control",23.232
"control",91.087
